id,name,game,round,boardPosition
670,FOREIGN WORDS &amp; PHRASES,52,0,5
671,&quot;CAMP&quot;,48,1,4
672,ROLLING STONE'S 50 GREATEST ARTISTS,53,1,1
673,TOUR DE FRANCE,52,1,0
674,&quot;MID&quot; TERMS,54,0,5
675,THE LONE REPRESENTATIVE,51,1,2
676,SPORTS,47,2,0
677,THE PLANETS,55,0,4
678,UNITS OF MEASURE,56,0,3
679,GRAY'S ANATOMY,49,1,2
680,THEIR ALMA MATERS,50,1,3
681,NOBEL CATEGORIES BY WINNER,53,1,2
682,CINEMA TRIVIA,52,1,1
683,GRANADA,48,1,5
684,CROSSWORD CLUES &quot;P&quot;,55,0,5
685,CAPTAIN O'  THE SHIP,53,1,3
686,OUR TROUBLED PLANET,51,1,3
687,THE 50 STATES,57,0,0
688,REMAINS TO BE SEEN,54,1,0
689,WORD ORIGINS,56,0,4
690,CALIFORNIA DREAMIN',49,1,3
691,"MARTIN LUTHER KING, JR.",55,1,0
692,BOOK BINDINGS,53,1,4
693,THEATRICAL PREMIERES,48,2,0
694,HOUSES OF WORSHIP,50,1,4
695,ADD TWO LETTERS,53,1,5
696,INTERNATIONAL TRAFFIC,51,1,4
697,PULITZER PRIZE-WINNING PLAYS,49,1,4
698,"I'M NOT A DOCTOR, BUT I PLAY ONE ON TV",57,0,1
699,A QUICKIE WITH SUPERMAN,54,1,1
700,EARLS GONE WILD,52,1,2
701,"PITTSBURGH STEELERS, PIRATES &amp; PENGUINS",56,0,5
702,ANTHROPOLOGY,58,0,0
703,RHYME TIME,51,1,5
704,POP CULTURE 2004,55,1,1
705,POLITICAL WORDS &amp; PHRASES,53,2,0
706,ART HISTORY CLASS,52,1,3
707,BEFORE &amp; AFTER,49,1,5
708,AWARDS,57,0,2
709,CLIFFS NOTES,56,1,0
710,COMPUTER JARGON,50,1,5
711,THIS MEANS WAR,54,1,2
712,THE GOD SQUAD,59,0,0
713,BRITISH NOVEL CHARACTERS,50,2,0
714,METALS,55,1,2
715,COMPANY ORIGINS,49,2,0
716,HIT TV THEME SONGS,58,0,1
717,BEETHOVEN,51,2,0
718,YOU GET AN &quot;F&quot;,52,1,4
719,COOKING,54,1,3
720,THE BODY HUMAN,60,0,0
721,GREECE,55,1,3
722,I HEAR YOU CALLING,56,1,1
723,MUSIC ON MY iPOD,59,0,1
724,NAME THE DECADE,57,0,3
725,19th CENTURY AMERICA,61,0,0
726,ROYAL SCANDALS,56,1,2
727,DECEMBER 1st,62,0,0
728,RHYMES WITH FOUR,58,0,2
729,CELEBS,60,0,1
730,"FIND A JOB, KID",52,1,5
731,TOOLS OF THE TRADE,54,1,4
732,THE NEW TESTAMENT,58,0,3
733, A JIM CARREY FILM FESTIVAL,62,0,1
734,I LEARNED IT ONLINE,55,1,4
735,A REAL RHODES SCHOLAR,56,1,3
736,OUR FOUNDING FATHERS,59,0,2
737,AMERICANA,60,0,2
738,TV ON TV,61,0,1
739,AMERICAN NOVELS,52,2,0
740,THE LIGHTER SIDE OF LIFE,58,0,4
741,E BEFORE I,54,1,5
742,X GAMES,56,1,4
743,SOUNDS ALL AROUND,62,0,2
744,COLLEGIATE FINE DINING,59,0,3
745,DRIVING THE GREEN,60,0,3
746,FRAIDY CAT,57,0,4
747,BEN FRANKLIN,63,0,0
748,CARS,61,0,2
749,"STEELERS, PIRATES &amp; PENGUINS",56,1,5
750,SCIENCE NEWS,54,2,0
751,FRESHMAN COMPOSITION,55,1,5
752,'70s NONFICTION,61,0,3
753,CROSSWORD CLUES &quot;D&quot;,57,0,5
754,"TAKE ME HOME, ALEX",58,0,5
755,SHOCKING!,59,0,4
756,BEWITCHED,60,0,4
757,20th CENTURY AMERICANS,56,2,0
758,WHOSE LIME IS IT ANYWAY?,61,0,4
759,ASK YOUR DOCTOR...,62,0,3
760,NEPALESE HISTORY,64,0,0
761,PHILOSOPHY,58,1,0
762,NFL TEAM PLAYERS,63,0,1
763,FOREVER 39,62,0,4
764,THE WAR BETWEEN THE STATES,65,0,0
765,YOU HAVE TOO MUCH...,59,0,5
766,&quot;TA&quot; TA FOR NOW,61,0,5
767,STATE FACTS,55,2,0
768,&quot;B&quot; BRAVE,62,0,5
769,ART HISTORY,57,1,0
770,SHAPE UP,63,0,2
771,BIOLOGY,66,0,0
772,YOU'RE SWIMMING IN IT,59,1,0
773,SONG BIRDS,64,0,1
774,THE &quot;O.C.&quot;,60,0,5
775,LET'S GET CREATIVE,62,1,0
776,FILMED IN HAWAII,58,1,1
777,I HEAR A SYMPHONY,61,1,0
778,3rd GRADERS KNOW THIS STUFF,63,0,3
779,BASEBALL MVPs BY DECADE,65,0,1
780,MY GIRL,61,1,1
781,U.S. &quot;S&quot;ITIES,58,1,2
782,&amp; JOAN RIVERS RUNS THROUGH IT,57,1,1
783,SITCOM SPIN-OFFS,66,0,1
784,THE AGASSI &amp; THE ECSTASY,59,1,1
785,STUCK IN THE MIDDLE,63,0,4
786,ON THE GO,64,0,2
787,SPORTS RECORDS,62,1,1
788,ASTRONOMY,58,1,3
789,THE RENAISSANCE,60,1,0
790,DWAT DAT WABBIT!,65,0,2
791,BRICK HOUSE,61,1,2
792,WHO WAS THE ENGLISH MONARCH WHEN...,58,1,4
793,SHAKESPEARE,59,1,2
794,IT'S OUR TURN TO SACK ROME!!!,66,0,2
795,MILITARY TRAINING BASES,62,1,2
796,SHAKESPEARE'S SMALL PARTS,57,1,2
797,THE PLANETS,64,0,3
798,"RIVER DEEP, MOUNTAIN HIGH",61,1,3
799,QUOTH THE RAVEN?,65,0,3
800,NAMES FROM THE GERMAN,58,1,5
801,WITH &quot;U&quot;,63,0,5
802,BEFORE &amp; AFTER,60,1,1
803,AMERICANA,62,1,3
804,LET'S GET SMALL,66,0,3
805,GENERAL ED.,59,1,3
806,COMMON BONDS,57,1,3
807,SPELL-BOUND FOR BROADWAY,62,1,4
808,REPORTING THE NEWS,65,0,4
809,PLEASE MR. POSTMAN,61,1,4
810,20th CENTURY VICE PRESIDENTS,58,2,0
811,PASSING TIME ON CAMPUS,59,1,4
812,10-HUT!,64,0,4
813,COLLEGE NEWSPAPERS,60,1,2
814,&quot;SUM&quot; IT UP,62,1,5
815,AUSTRALIAN BUSINESS,66,0,4
816,AVIATION,67,0,0
817,THE &quot;K&quot; TEAM,57,1,4
818,HISTORICAL QUOTES,63,1,0
819,&quot;C&quot; ME,65,0,5
820,"A, B, C",61,1,5
821,RUSSIAN AROUND,60,1,3
822,AT &quot;EASE&quot;,64,0,5
823,MUSICAL IDIOMS,57,1,5
824,DOUBLE &quot;L&quot;,59,1,5
825,THE 18th CENTURY,62,2,0
826,GENERAL SCIENCE,65,1,0
827,BODY LANGUAGE,66,0,5
828,SIDEKICKS,67,0,1
829,ECONOMICS,63,1,1
830,THE CABINET,61,2,0
831,19th CENTURY U.S. HISTORY,57,2,0
832,ANDREW JACKSON,64,1,0
833,NO SOUP FOR YOU!,68,0,0
834,OCCUPATIONS,59,2,0
835,KNOW THE SCORE,66,1,0
836,1804,69,0,0
837,"WHAT UP, DOG?",60,1,4
838,GROUPS,64,1,1
839,THE U.S. CONSTITUTION,70,0,0
840,EXTREME TAKEOVER,63,1,2
841,FESTIVUS,68,0,1
842,"NEXT STOP, VENUS",71,0,0
843,BASKETBALL WITH COACH DIXON,60,1,5
844,A WEALTH OF INFORMATION,67,0,2
845,THE BRITISH ARE COMING!,66,1,1
846,THE WILD WEST INDIES,64,1,2
847,"ROBOTS, ANDROIDS &amp; CYBORGS",71,0,1
848,COUNTRY MUSIC HALL OF FAME,69,0,1
849,2 CAN PLAY THAT GAME,70,0,1
850,OIL!,65,1,1
851,COLLEGES &amp; UNIVERSITIES,63,1,3
852,THE CONTEST,68,0,2
853,THEY USED TO BE IN CHARGE,67,0,3
854,MUSIC CLASS,71,0,2
855,FAMOUS WOMEN,60,2,0
856,NEWER FRUITS &amp; VEGETABLES,66,1,2
857,YADA YADA YADA,68,0,3
858,CORPORATE BRANDS,64,1,3
859,MAGAZINES,70,0,2
860,HOW CAPITAL!,69,0,2
861,WHO APPOINTED ME TO THE SUPREME COURT?,66,1,3
862,A LITERARY TOUR,65,1,2
863,A CATEGORY ABOUT NOTHING,68,0,4
864,SOCIAL TYPES,67,0,4
865,ALL THE GLITTERING PRIZES,71,0,3
866,TRANSPORTATION,72,0,0
867,PLAYS BY CHARACTER,63,1,4
868,THAT'S POETRY TO MY EAR,64,1,4
869,IT'S THEIR FAULT,70,0,3
870,CHAIRS,69,0,3
871,LAGER RHYTHMS,71,0,4
872,&quot;FRE&quot;-DOM,67,0,5
873,TRAVEL INDIANAPOLIS,72,0,1
874,10-LETTER WORDS,63,1,5
875,4-LETTER &quot;W&quot;ORDS,64,1,5
876,MUSICAL INSTRUMENTS,65,1,3
877,PUT OUT THE CHINA,66,1,4
878,SOME BRAINTEASERS ABOUT SEINFELD,68,0,5
879,MEDIEVAL TIMES,67,1,0
880,CROSSWORD CLUES &quot;D _ _ _ ER&quot;,71,0,5
881,TAKING STOCK,69,0,4
882,CELEBRITIES,72,0,2
883,STAY ON THE GRASS,70,0,4
884,AFTER &quot;AFTER&quot;,66,1,5
885,A &quot;THORN&quot;-Y CATEGORY,67,1,1
886,VOCABULARY,63,2,0
887,U.S. CITIES,64,2,0
888,THE VIETNAM WAR,71,1,0
889,EUROPE,73,0,0
890,2-LETTER WORDS,65,1,4
891,SAY HELLO TO OUR FEATHERED FRIENDS,67,1,2
892,SHOOT SOME &quot;POOL&quot;,69,0,5
893,CLASSIC TV DRAMA EPISODES,71,1,1
894,ABBREV.,72,0,3
895,SOCIOLOGY,74,0,0
896,RHYME TIME FOOD,70,0,5
897,ZOOLOGY,68,1,0
898,PLAYWRIGHTS,66,2,0
899,JACQUES IN THE BOX,71,1,2
900,SEA ME,65,1,5
901,HERE BE MONSTERS,73,0,1
902,CLASSICAL COMPOSERS,69,1,0
903,MANHATTAN NEIGHBORHOODS,70,1,0
904,I PUT YOU ON THE MAP,67,1,3
905,FISH,72,0,4
906,CHILDREN'S STORIES,65,2,0
907,FRANK LLOYD WRIGHT,75,0,0
908,RADIO PERSONALITIES,74,0,1
909,PRO SPORTS VENUES,68,1,1
910,JOURNALISM,76,0,0
911,CHIPS,72,0,5
912,FUNNY HATS,68,1,2
913,SIGNS &amp; SYMBOLS,67,1,4
914,VICE PRESIDENTIAL NICKNAMES,73,0,2
915,SPANISH CLASS,70,1,1
916,PATTON PENDING,68,1,3
917,FLICKS,72,1,0
918,PEOPLE ON THE MAP,76,0,1
919,BRITISH FOOD WORDS,69,1,1
920,ASIAN RIVERS,71,1,3
921,WORLD ATHLETES,75,0,1
922,HEADQUARTERS,74,0,2
923,ALLITERATION,67,1,5
924,LITERARY BEFORE &amp; AFTER,70,1,2
925,WE MEAN BUSINESS,73,0,3
926,BEHOLD THE POWER OF CHEESE,75,0,2
927,GRAB BAG,68,1,4
928,POLITICIANS,72,1,1
929,THE LIBERTY BELL,76,0,2
930,ANDREW LLOYD WEBBER,71,1,4
931,WEAPONS OF THE 2nd MILLENNIUM,69,1,2
932,BERMUDA SHORTS,74,0,3
933,"THE &quot;RED&quot;, &quot;WHITE&quot; &amp; &quot;BLUE&quot;",73,0,4
934,GET YOUR GOAT,70,1,3
935,&quot;A&quot; PLUS,71,1,5
936,LET'S GO TO THE PARK,75,0,3
937,RARITIES,67,2,0
938,DON WE NOW OUR GUY APPAREL,76,0,3
939,SLANG,68,1,5
940,WORKS OF THE BARD,69,1,3
941,MILLIONS OF REASONS,74,0,4
942,LEGAL BRIEFS,70,1,4
943,W.H.O.,77,0,0
944,SALUTE THE FLAG,73,0,5
945,MUSIC MAKERS,72,1,2
946,PRESIDENTIAL MIDDLE NAMES,76,0,4
947,SOUNDS LIKE A RAPPER,74,0,5
948,"B, M, W",69,1,4
949,I PREDICT &quot;SNOW&quot;,70,1,5
950,STOCK ANSWERS,75,0,4
951,1952,72,1,3
952,BUSINESS &amp; INDUSTRY,68,2,0
953,GERMAN LITERATURE,73,1,0
954,THE FABULOUS '50s,74,1,0
955,ANNUAL EVENTS,71,2,0
956,HAPPY NEW YEAR!,78,0,0
957,"WHAT'S COOKING, COWBOY?",77,0,1
958,RHYME TIME,76,0,5
959,STATE FAIR SITES,72,1,4
960,SNOWBOARDING,74,1,1
961,THE OSCARS,76,1,0
962,THE ULTIMATE DIVING MACHINE,69,1,5
963,NATIONAL FORESTS,79,0,0
964,STATE MOTTOES,70,2,0
965,WHEN WAS THAT MOVIE?,77,0,2
966,TO THE &quot;NTH&quot; DEGREE,72,1,5
967,BROADWAY,73,1,1
968,POINTS OF &quot;LIGHT&quot;,75,0,5
969,MAYBE YOU HAVE TO BE A NUCLEAR PHYSICIST,76,1,1
970,TOM WOLFE,74,1,2
971,1970s POP MUSIC,79,0,1
972,BABY NAMES,69,2,0
973,U.S. CITIES,80,0,0
974,THE VEGETABLE GARDEN,76,1,2
975,C IS FOR...,79,0,2
976,FAMOUS WOMEN,78,0,1
977,FOOD HISTORY,72,2,0
978,ANCIENT TIMES,75,1,0
979,PEOPLE IN THEIR ELEMENT,73,1,2
980,ANIMALS,81,0,0
981,"WHERE IS THAT, PIERRE?",77,0,3
982,MED. ABBREV.,74,1,3
983,TV SERIES FINALES,80,0,1
984,HOLIDAYS &amp; OBSERVANCES,82,0,0
985,I'VE GOT THE POWER,79,0,3
986,BE A &quot;NO&quot; IT ALL,73,1,3
987,THOSE CRAZY GUGGENHEIMS,74,1,4
988,YOURS FOR A SONG,75,1,1
989,I CAN SEE YOUR HOUSE FROM HERE!,76,1,3
990,&quot;V&quot;OCABULARY,78,0,2
991,WHY DIDN'T I THINK OF THAT?,77,0,4
992,LANGUAGES,81,0,1
993,TRAVEL FUN,80,0,2
994,UTAH,82,0,1
995,THROWING A GOOD BOOK AT YOU,73,1,4
996,FICTIONAL CHARACTERS,75,1,2
997,18th CENTURY QUOTES,76,1,4
998,WORLD OF COLOR,79,0,4
999,&quot;E&quot; CHANNEL,74,1,5
1000,STICK OUT YOUR MOTHER TONGUE,75,1,3
1001,WHEN-THEY-WERE-YOUNG FILMS,81,0,2
1002,A SALUTE TO FLAGSTAFF,73,1,5
1003,MUG SHOTS,80,0,3
1004,BOWL GAME NAMES,78,0,3
1005,&quot;N&quot;TICE ME!,79,0,5
1006,COMMON BONDS,75,1,4
1007,HISTORIC MESSAGES,73,2,0
1008,&quot;HOW&quot; NOW,77,0,5
1009,SPORTS CUPS,82,0,2
1010,WE'RE LISBON BOUND,81,0,3
1011,PHYSICS,79,1,0
1012,WHERE DO YOU GET &quot;OFF&quot;?,76,1,5
1013,THE THIRD WORLD,83,0,0
1014,WHAT'S TO EAT?,81,0,4
1015,AWARD-WINNING AUTHORS,74,2,0
1016,A MAGNUM OF CHAMPAGNE,78,0,4
1017,THE LIQUOR CABINET,80,0,4
1018,'TWAS THE NIGHT BEFORE CHRISTMAS,84,0,0
1019,NATURE,82,0,3
1020,WHO-SIERS,77,1,0
1021,SOUNDS LIKE A SIMPSONS CHARACTER,79,1,1
1022,OH &quot;HOLY&quot; NIGHT,75,1,5
1023,BOTANY,83,0,1
1024,SINONYMS,81,0,5
1025,THE ACADEMY AWARDS,75,2,0
1026,BABY PICTURES,84,0,1
1027,BUSINESS HISTORY,76,2,0
1028,NOISEMAKERS,78,0,5
1029,CLOTHING,82,0,4
1030,PIANISTS,77,1,1
1031,WORLD CAPITALS,85,0,0
1032,SHHHH!,79,1,2
1033,LYRICS,83,0,2
1034,&quot;G&quot; FORCE,80,0,5
1035,HIE WE TO YON RENAISSANCE FAIRE,81,1,0
1036,SCHOOLHOUSE ROCK,86,0,0
1037,EUROPE ON FILM,82,0,5
1038,PRESIDENTIAL PUZZLES,84,0,2
1039,ISLANDS,78,1,0
1040,THE CIVIL WAR,80,1,0
1041,ACTRESSES,83,0,3
1042,ANCIENT TIMES,82,1,0
1043,THE 12,79,1,3
1044,APOLLO 11,85,0,1
1045,NOVEL VOCABULARY,81,1,1
1046,SKI YOU LATER,84,0,3
1047,DISASTER DIGEST,77,1,2
1048,COUNTIES,83,0,4
1049,BONUS TV,78,1,1
1050,SUPERHERO SECRET IDENTITY LAST NAMES,80,1,1
1051,YOUNG STARS,81,1,2
1052,THE PREAMBLE,86,0,1
1053,STARTS WITH &quot;C&quot;,83,0,5
1054,ARTISTS,82,1,1
1055,A REALLY LONG TIME AGO,80,1,2
1056,DAYS,79,1,4
1057,STORYTELLERS,85,0,2
1058,ALTERED STATES,84,0,4
1059,"A NOUN IS A PERSON, PLACE OR THING",86,0,2
1060,NEWS STORIES OF 1997,78,1,2
1061,ANCIENT HISTORY,81,1,3
1062,THE FOUR-LEGGED ZOO,86,0,3
1063,McCLURE'S MAGAZINE,77,1,3
1064,AMERICAN REVOLUTION,83,1,0
1065,THE AUTO INDUSTRY,82,1,2
1066,MR. MOVIES,85,0,3
1067,1998 CALENDARS,78,1,3
1068,STUPID ANSWERS,84,0,5
1069,WATCH THE BIRDIE,80,1,3
1070,OF CHRISTMAS,79,1,5
1071,TRACK,81,1,4
1072,THREE IS A MAGIC NUMBER,86,0,4
1073,BOOKS BY THEIR COVERS,78,1,4
1074,MEATS,85,0,4
1075,AMERICAN INDIANS,82,1,3
1076,CLASSICAL MUSIC,80,1,4
1077,PLACES,77,1,4
1078,UNPACK YOUR ADJECTIVES,86,0,5
1079,IBSEN,83,1,1
1080,&quot;FIELD&quot;,81,1,5
1081,ANCIENT VIP's,85,0,5
1082,BEGINS &amp; ENDS IN &quot;E&quot;,80,1,5
1083,DESERTS,84,1,0
1084,COMMON BONDS,78,1,5
1085,WORLD WAR I,82,1,4
1086,U.S. GOVERNMENT,78,2,0
1087,19th CENTURY SPEECHES,79,2,0
1088,POLITICAL NICKNAMES,83,1,2
1089,PUDDING,87,0,0
1090,&quot;P&quot;s ON EARTH,77,1,5
1091,"BY GEORGE, IT'S GEORGE!",84,1,1
1092,IN THE NEWS 1997,81,2,0
1093,TOUGH TV TRIVIA,82,1,5
1094,THE BIBLE,88,0,0
1095,NEW NAME,86,1,0
1096,LAST NAME'S THE SAME,87,0,1
1097,DANTE'S INFERNO,80,2,0
1098,PHYSICS,85,1,0
1099,HEALTH CARE,89,0,0
1100,THE BARNES COLLECTION,84,1,2
1101,HISTORIC OBJECTS,77,2,0
1102,FAMOUS WOMEN,82,2,0
1103,TEAMS THAT DON'T END IN S,86,1,1
1104,SCANDALS,88,0,1
1105,MYTHOLOGY,83,1,3
1106,PITCHES FROM THE CRYPT,87,0,2
1107,ORGANIZATIONS,84,1,3
1108,A GIRL'S BEST FRIEND,90,0,0
1109,PRESIDENTS,85,1,1
1110,TIMES SQUARE AT 100,89,0,1
1111,BACK IN '65,91,0,0
1112,SHORT STORY WRITERS,86,1,2
1113,THEY'RE HISTORY!,87,0,3
1114,COLLEGES,83,1,4
1115,20th CENTURY POETRY,92,0,0
1116,GIRLS IN SONG,88,0,2
1117,ONWARD CHRISTIAN SLATER,91,0,1
1118,&quot;NEW&quot; GEOGRAPHY,90,0,1
1119,HOT DRINKS,86,1,3
1120,TRANSPORTATION,89,0,2
1121,ENDS WITH &quot;C&quot;,83,1,5
1122,PALINDROMES,88,0,3
1123,THE DEVIL'S MUSIC,87,0,4
1124,&quot;GO&quot; FOR IT,84,1,4
1125,STARTS WITH &quot;P&quot;,85,1,2
1126,ARKANSAS,92,0,1
1127,AMERICAN INDIANS,83,2,0
1128,FILL IN THE BLANK,90,0,2
1129,COLLEGE BOWL,91,0,2
1130,NOT A STATE CAPITAL,89,0,3
1131,PARKS,88,0,4
1132,YOU'RE IN FOR A BATTLE,86,1,4
1133,POETIC TERMS,85,1,3
1134,DEATH SENTENCES,90,0,3
1135,BIOLOGY,92,0,2
1136,BEFORE &amp; AFTER,87,0,5
1137,JEOPORTMANTEAU!,86,1,5
1138,SPECS &amp; THE CITY,91,0,3
1139,OFFICIAL STATE STUFF,93,0,0
1140,FROM SOUP TO NUTS,89,0,4
1141,CELEBRITIES IN THE SLAMMER,90,0,4
1142,SAVING THE BEST FOR LAST,84,1,5
1143,PSYCHOLOGY,86,2,0
1144,MONEY,92,0,3
1145,RECREATION,88,0,5
1146,MEET AL GORE,87,1,0
1147,CLASSIC SITCOM EPISODES,93,0,1
1148,MEN &amp; WOMEN OF SCIENCE,94,0,0
1149,NEPAL,85,1,4
1150,SPORTS STADIUMS,92,0,4
1151,LOOK WHAT CAME IN THE MAIL,91,0,4
1152,&quot;SEA&quot; DUTY,89,0,5
1153,PUNCHY WRITERS,87,1,1
1154,AUTHORS,84,2,0
1155,SNOWY SONGS,94,0,1
1156,A LITTLE &quot;R&quot; &amp; &quot;R&quot;,90,0,5
1157,U.S. NEWSPAPERS,93,0,2
1158,18TH CENTURY AMERICA,88,1,0
1159,BROOKLYN NEIGHBORHOODS,87,1,2
1160,GREAT DAMES,85,1,5
1161,RHYME TIME,91,0,5
1162,SCIENCE,89,1,0
1163,1-2,94,0,2
1164,AKA,92,0,5
1165,BRITISH POETS LAUREATE,91,1,0
1166,ANIMALS,95,0,0
1167,THE BIBLE,85,2,0
1168,THE SOUTHERNMOST NATION,94,0,3
1169,MAX-IMUM OVERDRIVE,89,1,1
1170,CHEMISTRY,88,1,1
1171,THE TV CHARACTER SPEAKS,91,1,1
1172,"WE, THE JURY",87,1,3
1173,THE CALENDAR,93,0,3
1174,PROVERBS,90,1,0
1175,THE TROPIC OF CANCER,96,0,0
1176,CORPORATE AMERICA,92,1,0
1177,TITLE CHARACTERS,89,1,2
1178,ARTS AND CRAFTS,95,0,1
1179,BUFF ACTORS,87,1,4
1180,TRAVEL &amp; TOURISM,90,1,1
1181,IKE-ONOGRAPHY,91,1,2
1182,B.C. TIMES,93,0,4
1183,DEMOCRATS,92,1,1
1184,PORTRAIT OF A MILITARY MAN,89,1,3
1185,EDUCATIONAL TELEVISION,96,0,1
1186,&quot;BERT&quot;DAYS,91,1,3
1187,CLUB ME,94,0,4
1188,LITERATURE,88,1,2
1189,ORGANIZATIONS,96,0,2
1190,ADVERTISING,95,0,2
1191,FICTIONAL CHARACTERS,90,1,2
1192,HISTORICAL DRAMAS,92,1,2
1193,&quot;HAPPY&quot; NEW YEAR,93,0,5
1194,HIGHER EDUCATION,88,1,3
1195,SNOW WHITE'S UNKNOWN DWARFS,87,1,5
1196,YOUR OLD ALBUMS,90,1,3
1197,WILL YOU STILL NEED &quot;ME&quot;,89,1,4
1198,FRUITS &amp; VEGETABLES,91,1,4
1199,ISLANDS,92,1,3
1200,IT'S NOT CATCHING,96,0,3
1201,AMERICAN MOUNTAINS,95,0,3
1202,COUNTRIES OF THE WORLD,87,2,0
1203,&quot;S&quot;CIENCE,93,1,0
1204,THE SOVIET UNION,88,1,4
1205,THE WAR OF 1812,90,1,4
1206,THIS &quot;BUD&quot;'S FOR YOU,94,0,5
1207,GEMS,92,1,4
1208,HISTORY,97,0,0
1209,WHEN I'M 64,89,1,5
1210,FILMS OF THE '50s,93,1,1
1211,LETTER LETTER,91,1,5
1212,THIRD BASE,96,0,4
1213,&quot;G&quot; WHIZ!,90,1,5
1214,AUTO SHOP,95,0,4
1215,BODIES OF WATER,89,2,0
1216,ESPN's TOP 10 ALL-TIME ATHLETES,97,0,1
1217,DEISGN,94,1,0
1218,13-LETTER WORDS,92,1,5
1219,PROVERBS,88,1,5
1220,SCULPTURE,93,1,2
1221,THE CIVIL WAR,98,0,0
1222,U.S. PRESIDENTS,90,2,0
1223,EVERYBODY TALKS ABOUT IT...,97,0,2
1224,8-LETTER WORDS,91,2,0
1225,&quot;APRIL&quot;  SONGS,95,0,5
1226,WORLD GEOGRAPHY,92,2,0
1227,LET'S GET IT &quot;ON&quot;!,96,0,5
1228,MOVIE ROLE IN COMMON,94,1,1
1229,STATE CAPITALS,99,0,0
1230,PRESIDENTS,88,2,0
1231,GEOGRAPHY,100,0,0
1232,TRAVEL AND TOURISM,95,1,0
1233,THE STARS,101,0,0
1234,A KNIGHT TO REMEMBER,93,1,3
1235,'90s MUSIC,98,0,1
1236,THE COMPANY LINE,97,0,3
1237,ANATOMY &amp; MEDICINE,102,0,0
1238,PHYSICS,96,1,0
1239,BUSINESS &amp; INDUSTRY,100,0,1
1240,PULPIT FICTION,94,1,2
1241,I'LL BE YOUR WAITER,99,0,1
1242,NATIONAL HISTORIC SITES,98,0,2
1243,TWAIN,95,1,1
1244,PLANETS ON EARTH,101,0,1
1245,EPITAPHS &amp; TRIBUTES,97,0,4
1246,HAMLET,93,1,4
1247,THEY PASSED,99,0,2
1248,NAME THAT WESTERN,96,1,1
1249,&quot;EMP&quot; TV,102,0,1
1250,THE TROJAN WAR,95,1,2
1251,NOW THAT'S INVENTIVE!,98,0,3
1252,TO B OR NOT TO B,93,1,5
1253,BASEBALL,100,0,2
1254,RELATED WORDS,94,1,3
1255,HOW ABOUT A HAWAIIAN LUNCH?,102,0,2
1256,FIRST NAME'S THE SAME,101,0,2
1257,JANE GREY'S BLUES,96,1,2
1258,TRUCKIN',98,0,4
1259,3-LETTER WORDS,97,0,5
1260,ISLANDS,93,2,0
1261,TAXES,95,1,3
1262,REIGN CHECK,99,0,3
1263,&quot;HALL&quot;s OF FAME,96,1,3
1264,EDIBLE RHYME TIME,98,0,5
1265,WORD ORIGINS,100,0,3
1266,WOMEN WRITERS,96,1,4
1267,&quot;R&quot; MAN,94,1,4
1268,TEXAS,95,1,4
1269,WE HAVE TO LET THEM GO,102,0,3
1270,DR. SEUSS AT THE MULTIPLEX,97,1,0
1271,HISTORIC WOMEN,103,0,0
1272,-O-O-O,96,1,5
1273,PRESIDENTIAL STATES OF BIRTH,97,1,1
1274,GOVERNMENT &amp; POLITICS,101,0,3
1275,AMERICANA,99,0,4
1276,TOUGH DISNEY,95,1,5
1277,AIRLINE TRAVEL,97,1,2
1278,IN HAVANA,94,1,5
1279,H.H.,102,0,4
1280,COWBOYS &amp; CATTLEMEN,100,0,4
1281,FOREWORDS,98,1,0
1282,MILITARY MATTERS,96,2,0
1283,&quot;ROLL&quot; CALL,99,0,5
1284,WORKING WITHOUT ANNETTE,103,0,1
1285,AFRICA,104,0,0
1286,THE KING,101,0,4
1287,THE CABINET,95,2,0
1288,LEGENDARY SINGERS,100,0,5
1289,3-LETTER WORDS,102,0,5
1290,SOUNDS LIKE A PRESCRIPTION DRUG,101,0,5
1291,CROSSWORDS,98,1,1
1292,A PIECE OF THE FRACTION,103,0,2
1293,VICE PRESIDENTS,94,2,0
1294,THAT OLD-TIME RELIGION,97,1,3
1295,WELCOME TO STRATFORD,99,1,0
1296,POLITICS,100,1,0
1297,JEOPARDY! KEYWORDS,98,1,2
1298,IT HAPPENED IN THE '70s,103,0,3
1299,FIRST LADIES,101,1,0
1300,THE U.N.,105,0,0
1301,BRIT LIT,102,1,0
1302,A BEFORE E,99,1,1
1303,STAMPS &amp; COINS,104,0,1
1304,MUSICAL TRAINS,97,1,4
1305,MOVIE TITLE ROLES,104,0,2
1306,ODD AMERICAN HISTORY,106,0,0
1307,THEY FOUND MORE THAN ONE ELEMENT,99,1,2
1308,HOUSEHOLD WORDS,98,1,3
1309,ROBERT DE NIRO MOVIES,101,1,1
1310,STATES' LONGEST RIVERS,102,1,1
1311,&quot;X&quot;s &amp; &quot;O&quot;s,97,1,5
1312,WARS,100,1,1
1313,THE 1970s MUSIC SCENE,106,0,1
1314,TV ROLES ON FILM,105,0,1
1315,A CATEGORY FOR THE BIRDS,103,0,4
1316,LITERARY SHORTS,101,1,2
1317,ARCHITECTS,104,0,3
1318,EDWARDS,98,1,4
1319,LETTER PERFECT,100,1,2
1320,THERE'S A PLACE FOR US,106,0,2
1321,LEGEND SAYS...,99,1,3
1322,MISSING VOWELS,103,0,5
